,mod_ingredients
chili bean,0.0001306954388782654
barley,0.00013019849804602864
star anise,0.00013019849804602864
rigatoni pasta,0.00013019849804602864
watermelon,0.0001297015572137919
scallop,0.0001297015572137919
fennel,0.00012920461638155515
fettuccine pasta,0.00012920461638155515
beef brisket,0.00012920461638155515
phyllo dough,0.00012920461638155515
unsweetened chocolate square,0.0001287076755493184
pitted date,0.0001287076755493184
hash brown potato,0.0001287076755493184
bamboo shoot,0.00012821073471708166
meatball,0.00012771379388484488
hot italian sausage,0.00012771379388484488
stewing beef,0.00012771379388484488
jalapeno chile,0.00012771379388484488
chili paste,0.00012721685305260814
chicken drumstick,0.0001267199122203714
lemonade,0.0001267199122203714
reduced-fat sour cream,0.0001267199122203714
parsley sprig,0.00012622297138813464
small red potato,0.00012622297138813464
french-fried onion,0.00012622297138813464
yam,0.00012622297138813464
mussel,0.0001257260305558979
baked bean,0.00012522908972366115
herbe de provence,0.00012522908972366115
sake,0.00012522908972366115
pickled jalapeno pepper,0.0001247321488914244
crescent roll,0.0001247321488914244
light rum,0.00012423520805918763
lean  turkey,0.00012423520805918763
peppermint extract,0.00012423520805918763
clam,0.00012423520805918763
crisco,0.00012373826722695088
rubbed sage,0.00012373826722695088
raspberry jam,0.00012373826722695088
agave nectar,0.00012324132639471413
devil's food cake mix,0.0001227443855624774
honey mustard,0.0001217505038980039
graham cracker pie crust,0.00012125356306576713
unbaked pie shell,0.00012125356306576713
liquid honey,0.00012125356306576713
whiskey,0.00012075662223353039
flax seed meal,0.00012025968140129364
white potato,0.00011976274056905688
pitted black olive,0.00011926579973682013
lemonade concentrate,0.00011876885890458339
french baguette,0.00011876885890458339
acorn squash,0.00011827191807234664
strong coffee,0.00011777497724010988
nutritional yeast,0.00011727803640787313
cod fish fillet,0.00011678109557563639
pie shell,0.00011628415474339963
carbonated lemon-lime beverage,0.00011578721391116288
adobo,0.00011578721391116288
prepared yellow mustard,0.00011578721391116288
chocolate cake mix,0.00011578721391116288
napa cabbage,0.00011578721391116288
pretzel,0.00011529027307892613
salami,0.00011529027307892613
cooking apple,0.00011529027307892613
potato chip,0.00011529027307892613
potato starch,0.00011529027307892613
ginger powder,0.00011529027307892613
corned beef,0.00011529027307892613
italian salad dressing mix,0.00011529027307892613
marshmallow creme,0.00011529027307892613
coconut cream,0.00011479333224668939
reduced-sodium fat-free chicken broth,0.00011479333224668939
"lemons, zest of",0.00011479333224668939
ziti pasta,0.00011479333224668939
gelatin,0.00011479333224668939
walnut piece,0.00011429639141445263
stock,0.00011429639141445263
marshmallow cream,0.00011429639141445263
pimento,0.00011379945058221588
grain mustard,0.00011280556891774237
chicken breast fillet,0.00011280556891774237
bread machine yeast,0.00011280556891774237
port wine,0.00011280556891774237
champagne,0.00011230862808550563
smoked ham,0.00011230862808550563
thyme sprig,0.00011230862808550563
coconut extract,0.00011230862808550563
poblano chile,0.00011230862808550563
chipotle chile,0.00011181168725326888
cut green bean,0.00011181168725326888
ramen noodle,0.00011131474642103213
rose water,0.00011081780558879537
ice cream,0.00011032086475655862
salad dressing,0.00010982392392432188
lima bean,0.00010982392392432188
baileys irish cream,0.00010982392392432188
purple onion,0.00010982392392432188
instant minced onion,0.00010982392392432188
imitation crabmeat,0.00010982392392432188
mango chutney,0.00010932698309208512
brown onion,0.00010883004225984837
poblano pepper,0.00010833310142761162
salad green,0.00010833310142761162
miniature semisweet chocolate chip,0.00010783616059537488
chow mein noodle,0.00010783616059537488
semi-sweet chocolate baking square,0.00010733921976313812
gin,0.00010733921976313812
pecan piece,0.00010733921976313812
raw sugar,0.00010733921976313812
walnut half,0.00010733921976313812
roasted peanut,0.00010684227893090137
anise seed,0.00010684227893090137
caramel ice cream topping,0.00010634533809866462
orange bell pepper,0.00010584839726642786
graham cracker crust,0.00010584839726642786
pork loin,0.00010584839726642786
beef bouillon granule,0.00010584839726642786
minced ginger,0.00010584839726642786
wheat bran,0.00010535145643419112
split pea,0.00010535145643419112
taco,0.00010535145643419112
coarse grain mustard,0.00010535145643419112
toasted almond,0.00010535145643419112
red apple,0.00010535145643419112
chicken leg,0.00010485451560195437
jam,0.00010485451560195437
refrigerated biscuit,0.00010485451560195437
coconut rum,0.00010485451560195437
watercres,0.00010435757476971762
toothpick,0.00010435757476971762
jicama,0.00010435757476971762
savory,0.00010435757476971762
artichoke,0.00010386063393748086
strawberry jam,0.00010386063393748086
refrigerated pie crust,0.00010386063393748086
skinless chicken thigh,0.00010336369310524412
veal,0.00010336369310524412
chicken tender,0.00010336369310524412
chipotle powder,0.00010286675227300737
low sodium beef broth,0.00010236981144077061
beef bouillon,0.00010236981144077061
red curry paste,0.00010236981144077061
smoked bacon,0.00010236981144077061
habanero pepper,0.00010236981144077061
swiss chard,0.00010236981144077061
corn chip,0.00010187287060853386
red seedless grape,0.00010187287060853386
pork loin chop,0.00010187287060853386
rye bread,0.00010187287060853386
egg beaters egg substitute,0.00010137592977629712
andouille sausage,0.00010137592977629712
red chili pepper flake,0.00010137592977629712
broth,0.00010087898894406037
basil pesto,0.00010087898894406037
quick-cooking rolled oat,0.00010038204811182361
baby shrimp,0.00010038204811182361
canadian bacon,0.00010038204811182361
hot pepper flake,9.988510727958686e-05
rosemary sprig,9.938816644735012e-05
orange extract,9.938816644735012e-05
hot red pepper flake,9.938816644735012e-05
coarse black pepper,9.938816644735012e-05
popped popcorn,9.889122561511336e-05
navel orange,9.889122561511336e-05
accent seasoning,9.839428478287661e-05
ancho chile powder,9.789734395063986e-05
yellow food coloring,9.789734395063986e-05
marsala wine,9.789734395063986e-05
biscuit mix,9.740040311840312e-05
angel food cake,9.740040311840312e-05
white pearl onion,9.740040311840312e-05
fat-free half-and-half,9.690346228616636e-05
prepared pizza crust,9.690346228616636e-05
yoghurt,9.690346228616636e-05
pickle,9.690346228616636e-05
white rum,9.690346228616636e-05
a.1. original,9.690346228616636e-05
irish cream,9.690346228616636e-05
lawry's seasoned salt,9.690346228616636e-05
orange liqueur,9.690346228616636e-05
granola cereal,9.640652145392961e-05
pam cooking spray,9.590958062169286e-05
mushroom stem,9.590958062169286e-05
cointreau liqueur,9.590958062169286e-05
pork shoulder,9.491569895721935e-05
wine,9.441875812498261e-05
candy sprinkle,9.441875812498261e-05
espresso,9.441875812498261e-05
apple pie filling,9.441875812498261e-05
hoagie roll,9.392181729274586e-05
dark red kidney bean,9.392181729274586e-05
semisweet chocolate morsel,9.392181729274586e-05
coarse sea salt,9.392181729274586e-05
seasoned dry bread crumb,9.34248764605091e-05
beef roast,9.34248764605091e-05
sweetened cranberry,9.34248764605091e-05
fat-free chicken broth,9.34248764605091e-05
seasoned stuffing mix,9.292793562827235e-05
fast rising yeast,9.292793562827235e-05
tomato ketchup,9.243099479603561e-05
cinnamon sugar,9.193405396379886e-05
grainy mustard,9.193405396379886e-05
kaiser roll,9.193405396379886e-05
cracker crumb,9.193405396379886e-05
dry vermouth,9.14371131315621e-05
hot dog bun,9.044323146708861e-05
polenta,9.044323146708861e-05
golden delicious apple,8.994629063485185e-05
piece,8.994629063485185e-05
small shell pasta,8.994629063485185e-05
sourdough starter,8.994629063485185e-05
fine sea salt,8.94493498026151e-05
dark molass,8.94493498026151e-05
round,8.895240897037835e-05
kaffir lime leaf,8.84554681381416e-05
toffee piece,8.84554681381416e-05
unsweetened coconut,8.84554681381416e-05
corn flake crumb,8.795852730590485e-05
vanilla vodka,8.795852730590485e-05
red bean,8.74615864736681e-05
strawberry jell-o gelatin dessert,8.74615864736681e-05
green apple,8.696464564143135e-05
grape,8.696464564143135e-05
biscuit,8.696464564143135e-05
cilantro stem,8.696464564143135e-05
hass avocado,8.696464564143135e-05
tater tot,8.597076397695785e-05
gruyere,8.597076397695785e-05
italian breadcrumb,8.597076397695785e-05
brown lentil,8.597076397695785e-05
white button mushroom,8.597076397695785e-05
vermicelli,8.597076397695785e-05
pepperoncini pepper,8.54738231447211e-05
nutella,8.54738231447211e-05
italian herb seasoning,8.497688231248435e-05
fat free chicken broth,8.497688231248435e-05
beef gravy,8.447994148024759e-05
rotel,8.447994148024759e-05
blue curacao,8.447994148024759e-05
season salt,8.447994148024759e-05
dutch-processed cocoa powder,8.447994148024759e-05
crusty bread,8.447994148024759e-05
mexican oregano,8.447994148024759e-05
sweet italian sausage,8.398300064801085e-05
peach schnapp,8.398300064801085e-05
fine breadcrumb,8.398300064801085e-05
cream of coconut,8.398300064801085e-05
coffee liqueur,8.298911898353734e-05
brownie mix,8.298911898353734e-05
pie filling,8.298911898353734e-05
bulk pork sausage,8.298911898353734e-05
lime slouse,8.298911898353734e-05
tarragon leaf,8.298911898353734e-05
boneless pork loin,8.249217815130059e-05
tomato with green chilies,8.199523731906385e-05
jumbo shrimp,8.199523731906385e-05
golden brown sugar,8.199523731906385e-05
roast beef,8.199523731906385e-05
creme de cacao,8.199523731906385e-05
dark chocolate chip,8.199523731906385e-05
powdered ginger,8.199523731906385e-05
mixed nut,8.14982964868271e-05
lime rind,8.14982964868271e-05
edamame,8.100135565459034e-05
deep dish pie shell,8.100135565459034e-05
orange slouse,8.100135565459034e-05
tuna steak,8.100135565459034e-05
rum extract,8.100135565459034e-05
bacon dripping,8.050441482235359e-05
kiwi,8.000747399011684e-05
thousand island dressing,8.000747399011684e-05
eggnog,8.000747399011684e-05
seedless grape,8.000747399011684e-05
beef tenderloin,7.951053315788008e-05
mixed berry,7.951053315788008e-05
mccormick's montreal brand steak seasoning,7.951053315788008e-05
black mustard seed,7.901359232564334e-05
craisin,7.901359232564334e-05
mixed mushroom,7.901359232564334e-05
ginger paste,7.851665149340659e-05
curry paste,7.851665149340659e-05
splenda brown sugar blend,7.851665149340659e-05
baking mix,7.851665149340659e-05
lemon pepper seasoning,7.851665149340659e-05
quick-cooking oatmeal,7.801971066116984e-05
leg of lamb,7.801971066116984e-05
dark beer,7.801971066116984e-05
adobo seasoning,7.752276982893308e-05
catfish fillet,7.752276982893308e-05
hungarian paprika,7.752276982893308e-05
all-bran cereal,7.752276982893308e-05
chocolate ice cream,7.752276982893308e-05
extra large egg,7.752276982893308e-05
pistachio nut,7.702582899669634e-05
palm sugar,7.702582899669634e-05
cooked pasta,7.702582899669634e-05
boneless chicken breast half,7.702582899669634e-05
egg roll wrap,7.702582899669634e-05
phyllo pastry,7.702582899669634e-05
bulgur,7.702582899669634e-05
chocolate shaving,7.652888816445959e-05
pork roast,7.652888816445959e-05
limeade concentrate,7.652888816445959e-05
crisco shortening,7.652888816445959e-05
vanilla sugar,7.652888816445959e-05
tamarind paste,7.603194733222283e-05
rutabaga,7.603194733222283e-05
sweetened coconut,7.603194733222283e-05
idaho potato,7.553500649998608e-05
breakfast sausage,7.553500649998608e-05
stew meat,7.553500649998608e-05
rib eye steak,7.553500649998608e-05
spaghetti squash,7.553500649998608e-05
bun,7.503806566774934e-05
mild green chili,7.503806566774934e-05
curry,7.503806566774934e-05
sambal oelek,7.503806566774934e-05
beef consomme,7.503806566774934e-05
turkey bacon,7.503806566774934e-05
sprite,7.503806566774934e-05
chipotle pepper,7.454112483551259e-05
raspberry preserve,7.454112483551259e-05
farfalle pasta,7.454112483551259e-05
fenugreek seed,7.454112483551259e-05
caesar salad dressing,7.454112483551259e-05
instant espresso powder,7.454112483551259e-05
mixed herb,7.404418400327583e-05
wooden skewer,7.404418400327583e-05
salmon steak,7.354724317103908e-05
queso fresco,7.354724317103908e-05
lime peel,7.354724317103908e-05
white breadcrumb,7.354724317103908e-05
dry  red pepper,7.354724317103908e-05
candied ginger,7.354724317103908e-05
vanilla pudding mix,7.305030233880234e-05
harissa,7.305030233880234e-05
dill seed,7.305030233880234e-05
hellmann's mayonnaise,7.305030233880234e-05
soft brown sugar,7.255336150656558e-05
anchovy paste,7.255336150656558e-05
head of cabbage,7.255336150656558e-05
cool whip topping,7.255336150656558e-05
boneless skinless chicken,7.205642067432883e-05
anaheim chili,7.205642067432883e-05
chili seasoning mix,7.205642067432883e-05
instant potato flake,7.155947984209208e-05
chutney,7.106253900985534e-05
bratwurst,7.106253900985534e-05
squash,7.106253900985534e-05
"lemons, rind of",7.106253900985534e-05
hot chili pepper,7.106253900985534e-05
green tomato,7.106253900985534e-05
skewer,7.106253900985534e-05
boneless beef chuck roast,7.056559817761858e-05
anchovy,7.056559817761858e-05
chicken liver,7.056559817761858e-05
baby pea,7.006865734538183e-05
seedless raisin,6.957171651314508e-05
louisiana hot,6.957171651314508e-05
alfalfa sprout,6.957171651314508e-05
cashew nut,6.957171651314508e-05
ranch salad dressing,6.957171651314508e-05
romaine lettuce leaf,6.957171651314508e-05
mixed green,6.957171651314508e-05
small shrimp,6.957171651314508e-05
apricot nectar,6.907477568090832e-05
pizza crust,6.907477568090832e-05
matzo meal,6.907477568090832e-05
italian tomato,6.907477568090832e-05
chicken stock cube,6.907477568090832e-05
sweet pepper,6.857783484867158e-05
chick-pea,6.857783484867158e-05
brown gravy mix,6.857783484867158e-05
italian plum tomato,6.808089401643483e-05
maple extract,6.808089401643483e-05
pie filling mix,6.808089401643483e-05
hot coffee,6.808089401643483e-05
mrs. dash seasoning mix,6.758395318419808e-05
vegetable bouillon cube,6.758395318419808e-05
sandwich bun,6.758395318419808e-05
pasta shell,6.758395318419808e-05
deli turkey,6.708701235196132e-05
bacon grease,6.708701235196132e-05
halibut fillet,6.708701235196132e-05
lemon slice,6.708701235196132e-05
frangelico,6.659007151972458e-05
almond paste,6.659007151972458e-05
frank's red hot,6.659007151972458e-05
fusilli,6.659007151972458e-05
dark raisin,6.659007151972458e-05
reduced-fat mayonnaise,6.659007151972458e-05
french style green bean,6.659007151972458e-05
red leaf lettuce,6.659007151972458e-05
fish stock,6.659007151972458e-05
porcini mushroom,6.659007151972458e-05
scotch bonnet pepper,6.609313068748783e-05
sriracha,6.609313068748783e-05
burgundy wine,6.609313068748783e-05
italian style breadcrumb,6.609313068748783e-05
green seedless grape,6.609313068748783e-05
sweetened whipped cream,6.609313068748783e-05
cake mix,6.609313068748783e-05
bread dough,6.609313068748783e-05
grapefruit,6.609313068748783e-05
baby corn,6.559618985525107e-05
cornbread,6.559618985525107e-05
turbinado sugar,6.559618985525107e-05
lemon-pepper seasoning,6.559618985525107e-05
chicken base,6.559618985525107e-05
nectarine,6.559618985525107e-05
cheerios toasted oat cereal,6.509924902301432e-05
flat-leaf italian parsley,6.509924902301432e-05
plantain,6.509924902301432e-05
collard green,6.509924902301432e-05
msg,6.509924902301432e-05
honeydew melon,6.509924902301432e-05
bay scallop,6.460230819077757e-05
pickling salt,6.460230819077757e-05
strawberry gelatin,6.460230819077757e-05
almond meal,6.460230819077757e-05
vital wheat gluten,6.460230819077757e-05
coconut flake,6.410536735854083e-05
sweet basil,6.410536735854083e-05
arrowroot,6.410536735854083e-05
baby portabella mushroom,6.410536735854083e-05
pretzel stick,6.410536735854083e-05
thin spaghetti,6.410536735854083e-05
fruit cocktail,6.410536735854083e-05
hot chili,6.410536735854083e-05
pancake mix,6.410536735854083e-05
hard-cooked egg,6.410536735854083e-05
portabella mushroom cap,6.410536735854083e-05
country-style pork rib,6.410536735854083e-05
manicotti,6.410536735854083e-05
italian-style  tomato,6.410536735854083e-05
bamboo skewer,6.410536735854083e-05
skinless chicken breast half,6.360842652630407e-05
boneless pork shoulder,6.360842652630407e-05
quick-cooking tapioca,6.360842652630407e-05
sweet green pepper,6.360842652630407e-05
french dressing,6.360842652630407e-05
chambord raspberry liquor,6.360842652630407e-05
pork sparerib,6.311148569406732e-05
frosting,6.311148569406732e-05
venison,6.311148569406732e-05
cayenne powder,6.311148569406732e-05
madeira wine,6.261454486183057e-05
skirt steak,6.261454486183057e-05
dry ranch dressing mix,6.261454486183057e-05
tamari soy,6.261454486183057e-05
green onion top,6.261454486183057e-05
boneless pork loin chop,6.261454486183057e-05
natural bran,6.211760402959381e-05
chicken bouillon powder,6.211760402959381e-05
jumbo pasta shell,6.211760402959381e-05
m&m's plain chocolate candy,6.162066319735707e-05
frying chicken,6.162066319735707e-05
guinness stout,6.162066319735707e-05
salsa verde,6.162066319735707e-05
cube steak,6.162066319735707e-05
balsamic vinaigrette,6.162066319735707e-05
pitted  olive,6.112372236512032e-05
clear honey,6.112372236512032e-05
seedless cucumber,6.112372236512032e-05
boneless pork loin roast,6.112372236512032e-05
courgette,6.112372236512032e-05
hummu,6.112372236512032e-05
taco shell,6.112372236512032e-05
celery leaf,6.062678153288357e-05
fat,6.012984070064682e-05
mandarin orange segment,6.012984070064682e-05
stove top stuffing mix,6.012984070064682e-05
cool whip lite,5.963289986841007e-05
savoy cabbage,5.963289986841007e-05
puff pastry sheet,5.963289986841007e-05
long grain,5.963289986841007e-05
midori melon liqueur,5.913595903617332e-05
boneless chicken,5.913595903617332e-05
"lime, zest of",5.913595903617332e-05
green,5.913595903617332e-05
instant coffee powder,5.913595903617332e-05
sparkling water,5.913595903617332e-05
spaghetti noodle,5.913595903617332e-05
cod,5.913595903617332e-05
irish whiskey,5.913595903617332e-05
red snapper fillet,5.913595903617332e-05
tea,5.8639018203936567e-05
pillsbury refrigerated crescent dinner roll,5.8639018203936567e-05
lean bacon,5.8639018203936567e-05
bouillon cube,5.7645136539463066e-05
raw cashew,5.7645136539463066e-05
lamb shank,5.7645136539463066e-05
seedless raspberry jam,5.714819570722631e-05
cereal,5.714819570722631e-05
jello gelatin,5.714819570722631e-05
white corn,5.714819570722631e-05
all purpose greek seasoning,5.714819570722631e-05
asafoetida powder,5.714819570722631e-05
lamb chop,5.714819570722631e-05
oleo,5.714819570722631e-05
ladyfinger,5.714819570722631e-05
hidden valley ranch dressing mix,5.714819570722631e-05
center-cut pork chop,5.6651254874989566e-05
sweet hungarian paprika,5.6651254874989566e-05
fast rise yeast,5.6651254874989566e-05
extra-large egg,5.6651254874989566e-05
corn muffin mix,5.6651254874989566e-05
lemon jell-o gelatin,5.6651254874989566e-05
medium egg noodle,5.615431404275281e-05
semolina,5.615431404275281e-05
cardamom seed,5.615431404275281e-05
cooking sherry,5.615431404275281e-05
green grape,5.5657373210516066e-05
crab,5.5657373210516066e-05
boneless beef top sirloin steak,5.5657373210516066e-05
caramel topping,5.5657373210516066e-05
chicken tenderloin,5.5657373210516066e-05
fat-free cool whip,5.5657373210516066e-05
wasabi powder,5.516043237827931e-05
strawberry preserve,5.516043237827931e-05
chile,5.516043237827931e-05
fat-free whipped topping,5.516043237827931e-05
lemon cake mix,5.516043237827931e-05
wild mushroom,5.516043237827931e-05
thai basil,5.516043237827931e-05
pineapple ring,5.466349154604256e-05
peppermint candy,5.466349154604256e-05
green lentil,5.466349154604256e-05
amaretto liqueur,5.466349154604256e-05
hot paprika,5.466349154604256e-05
ciabatta,5.466349154604256e-05
instant mashed potato,5.466349154604256e-05
fat-free low-sodium chicken broth,5.466349154604256e-05
salt pork,5.466349154604256e-05
sugar-free instant vanilla pudding mix,5.466349154604256e-05
corn on the cob,5.416655071380581e-05
braggs liquid amino,5.416655071380581e-05
tart cherry,5.416655071380581e-05
mild salsa,5.416655071380581e-05
white kidney bean,5.366960988156906e-05
cola,5.366960988156906e-05
thai red curry paste,5.366960988156906e-05
coca-cola,5.366960988156906e-05
ham hock,5.366960988156906e-05
steak seasoning,5.366960988156906e-05
green capsicum,5.366960988156906e-05
leaf,5.366960988156906e-05
cornish hen,5.366960988156906e-05
pomegranate seed,5.317266904933231e-05
mixed italian herb,5.317266904933231e-05
mild italian sausage,5.317266904933231e-05
nori,5.317266904933231e-05
bulk italian sausage,5.317266904933231e-05
apple jelly,5.317266904933231e-05
red currant jelly,5.317266904933231e-05
stuffed green olive,5.317266904933231e-05
pork loin roast,5.317266904933231e-05
masa harina,5.317266904933231e-05
light molass,5.267572821709556e-05
hot red pepper,5.267572821709556e-05
fat-free refried bean,5.267572821709556e-05
radicchio,5.267572821709556e-05
green chile,5.267572821709556e-05
black sesame seed,5.267572821709556e-05
chicken cutlet,5.267572821709556e-05
head cauliflower,5.267572821709556e-05
simply potatoes shredded hash brown,5.267572821709556e-05
jellied cranberry,5.267572821709556e-05
dry basil,5.267572821709556e-05
bagel,5.267572821709556e-05
instant chicken bouillon granule,5.267572821709556e-05
green enchilada,5.217878738485881e-05
wheat pita bread,5.217878738485881e-05
vanilla frosting,5.217878738485881e-05
sandwich bread,5.217878738485881e-05
chinese cabbage,5.217878738485881e-05
natural yoghurt,5.217878738485881e-05
rotisserie-cooked chicken,5.217878738485881e-05
toasted sliced almond,5.217878738485881e-05
french roll,5.217878738485881e-05
grain bread,5.217878738485881e-05
mincemeat,5.217878738485881e-05
chocolate curl,5.217878738485881e-05
9 inch pie shell,5.217878738485881e-05
pork butt,5.168184655262206e-05
toast,5.168184655262206e-05
soba noodle,5.168184655262206e-05
southern comfort,5.168184655262206e-05
pumpernickel bread,5.168184655262206e-05
dry oregano,5.168184655262206e-05
red grape,5.168184655262206e-05
popcorn,5.168184655262206e-05
beef tenderloin steak,5.168184655262206e-05
crescent roll dough,5.1184905720385305e-05
baby bok choy,5.1184905720385305e-05
cornbread mix,5.1184905720385305e-05
polish sausage,5.1184905720385305e-05
garam masala powder,5.1184905720385305e-05
miniature chocolate chip,5.1184905720385305e-05
dry active yeast,5.1184905720385305e-05
sweet pea,5.068796488814856e-05
miso,5.068796488814856e-05
icing,5.068796488814856e-05
steel cut oat,5.068796488814856e-05
kitchen bouquet,5.068796488814856e-05
creole mustard,5.068796488814856e-05
ham steak,5.068796488814856e-05
vegan margarine,5.068796488814856e-05
red sweet bell pepper,5.068796488814856e-05
romaine lettuce heart,5.068796488814856e-05
old-fashioned oatmeal,5.0191024055911805e-05
catalina dressing,5.0191024055911805e-05
mixed baby green,5.0191024055911805e-05
baking apple,5.0191024055911805e-05
top sirloin steak,5.0191024055911805e-05
